name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,id,html,cluster,PC1,PC2,PC3,playlist
Love Me Again                                                                                                                                                                    ,John Newman                                     ,0.485,0.915,2,-3.469,0,0.0544,0.00441,0.00112,0.0987,0.201,126.027,240289,4,57PjISfyOyDcvTPipz16nf ,https://open.spotify.com/track/57PjISfyOyDcvTPipz16nf,1,-0.29395840416426366,0.2694662508089261,-1.0494139150540986,Energetic Party Hits
Whistle                                                                                                                                                                          ,Flo Rida                                        ,0.754,0.933,0,-5.786,1,0.0448,0.0199,0.0,0.297,0.75,103.992,225000,4,0ltBH1JNzSvQJPjJpvTu9B ,https://open.spotify.com/track/0ltBH1JNzSvQJPjJpvTu9B,1,-1.272547507846418,-0.5977236623448124,0.5288513198314255,Energetic Party Hits
This Girl - Kungs Vs. Cookin' On 3 Burners                                                                                                                                       ,Kungs                                           ,0.79,0.705,0,-4.684,0,0.0383,0.0807,4.81e-05,0.251,0.501,121.969,195561,4,4AOpEhqA7zHxQjkHmRrAp7 ,https://open.spotify.com/track/4AOpEhqA7zHxQjkHmRrAp7,1,-0.5821623598769221,-0.31419547417538257,-1.097817604495104,Energetic Party Hits
Don't You Worry Child - Radio Edit                                                                                                                                               ,Swedish House Mafia                             ,0.612,0.84,11,-3.145,0,0.0509,0.112,0.0,0.116,0.438,129.042,212862,4,2V65y3PX4DkRhy1djlxd9p ,https://open.spotify.com/track/2V65y3PX4DkRhy1djlxd9p,1,-0.6352485464970431,-0.18804745589527397,-1.017093918563017,Energetic Party Hits
Miss Independent                                                                                                                                                                 ,Ne-Yo                                           ,0.668,0.673,1,-5.714,1,0.145,0.48,0.0,0.194,0.727,171.812,232000,4,1yJ5fyqBusR7Verj8JGsKV ,https://open.spotify.com/track/1yJ5fyqBusR7Verj8JGsKV,1,-1.6749566850093318,0.08668123426542634,1.20956528743281,Energetic Party Hits
Cheap Thrills                                                                                                                                                                    ,Sia                                             ,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,211667,4,27SdWb2rFzO6GWiYDBTD9j ,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j,1,-0.7510128851702135,-0.8219442295708043,-1.7097320945999437,Energetic Party Hits
Don't Let Me Down                                                                                                                                                                ,The Chainsmokers                                ,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,208373,4,1i1fxkWeaMmKEB4T7zqbzK ,https://open.spotify.com/track/1i1fxkWeaMmKEB4T7zqbzK,2,-1.357453664917758,0.8449754354979765,1.029264516729424,Rhythmic Beats
Scars To Your Beautiful                                                                                                                                                          ,Alessia Cara                                    ,0.319,0.739,0,-5.74,1,0.272,0.0285,0.0,0.111,0.449,194.169,230227,4,42ydLwx4i5V49RXHOozJZq ,https://open.spotify.com/track/42ydLwx4i5V49RXHOozJZq,2,-1.8549974070914408,1.5593300057628283,1.2886375249689095,Rhythmic Beats
In the Name of Love                                                                                                                                                              ,Martin Garrix                                   ,0.501,0.519,4,-5.88,0,0.0409,0.109,0.0,0.454,0.168,133.99,195707,4,23L5CiUhw2jV1OIMwthR3S ,https://open.spotify.com/track/23L5CiUhw2jV1OIMwthR3S,1,-0.04671559237099053,0.5503505349628214,-0.9334877673928822,Energetic Party Hits
Sun Is Shining                                                                                                                                                                   ,Axwell /\ Ingrosso                              ,0.284,0.774,2,-3.039,1,0.0685,0.0863,0.0,0.0744,0.362,131.381,255066,4,5kBHjpK4YGXVnOMXDUDjgX ,https://open.spotify.com/track/5kBHjpK4YGXVnOMXDUDjgX,1,-0.39215030624613995,-0.3370314212090216,0.7841467767165501,Energetic Party Hits
Summer                                                                                                                                                                           ,Calvin Harris                                   ,0.603,0.861,4,-3.565,0,0.0325,0.0215,0.043,0.1,0.72,127.962,224507,4,7b71WsDLb8gG0cSyDTFAEW ,https://open.spotify.com/track/7b71WsDLb8gG0cSyDTFAEW,1,-1.018514670153948,-0.7568218181099503,-0.9947024957423809,Energetic Party Hits
What Makes You Beautiful                                                                                                                                                         ,One Direction                                   ,0.726,0.787,4,-2.494,1,0.0737,0.009,0.0,0.0596,0.888,124.99,199987,4,4cluDES4hQEUhmXj6TXkSo ,https://open.spotify.com/track/4cluDES4hQEUhmXj6TXkSo,1,-1.300254623022322,-1.2189375040268025,0.6812442897423437,Energetic Party Hits
Sexy And I Know It                                                                                                                                                               ,LMFAO                                           ,0.707,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130.021,199480,4,70Vdd1gx5tn84jkAU31ASv ,https://open.spotify.com/track/70Vdd1gx5tn84jkAU31ASv,2,-2.3503169752439046,1.2035545747776775,0.35054721560909147,Rhythmic Beats
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)                                                                                                                             ",Pitbull                                         ,0.671,0.939,8,-3.206,1,0.161,0.191,0.0,0.298,0.53,129.024,252307,4,4QNpBfC0zvjKqPJcyqBy9W ,https://open.spotify.com/track/4QNpBfC0zvjKqPJcyqBy9W,2,-1.5445909435953264,0.8321244289360982,0.6685925627396065,Rhythmic Beats
Wiggle (feat. Snoop Dogg)                                                                                                                                                        ,Jason Derulo                                    ,0.697,0.621,9,-6.886,0,0.25,0.0802,0.0,0.162,0.721,81.946,193296,4,2sLwPnIP3CUVmIuHranJZU ,https://open.spotify.com/track/2sLwPnIP3CUVmIuHranJZU,2,-1.158990452546424,0.2770870032920012,-2.0952657940327066,Rhythmic Beats
My House                                                                                                                                                                         ,Flo Rida                                        ,0.688,0.702,7,-4.792,0,0.0499,0.0215,0.0,0.128,0.74,94.006,192191,4,6Knv6wdA0luoMUuuoYi2i1 ,https://open.spotify.com/track/6Knv6wdA0luoMUuuoYi2i1,1,-0.6505139606478575,-1.1244342826024356,-1.541869012692065,Energetic Party Hits
Viva La Vida                                                                                                                                                                     ,Coldplay                                        ,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,242373,4,5S6pYZD8WH3OQapDHTDM9M ,https://open.spotify.com/track/5S6pYZD8WH3OQapDHTDM9M,1,-0.23099123408072503,-0.5906377705415116,-0.9068724735588264,Energetic Party Hits
Raise Your Glass                                                                                                                                                                 ,P!nk                                            ,0.7,0.708,7,-4.952,1,0.0869,0.00624,0.0,0.031,0.619,122.029,203267,4,05qq6mwIbG1ZsQhlMKyDwN ,https://open.spotify.com/track/05qq6mwIbG1ZsQhlMKyDwN,1,-0.6795124850839688,-0.8866374222066671,0.590826761867187,Energetic Party Hits
Fuck You                                                                                                                                                                         ,CeeLo Green                                     ,0.693,0.879,0,-3.988,1,0.0578,0.193,0.0,0.124,0.753,127.457,223694,4,3ydfhgIZIc2j39NLIhpJpq ,https://open.spotify.com/track/3ydfhgIZIc2j39NLIhpJpq,1,-1.2454420739001582,-0.8142444128138432,0.7834010613698937,Energetic Party Hits
Scared to Be Lonely                                                                                                                                                              ,Martin Garrix                                   ,0.584,0.54,1,-7.786,0,0.0576,0.0895,0.0,0.261,0.195,137.972,220883,4,3ebXMykcMXOcLeJ9xZ17XH ,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH,1,0.003059242685191529,0.23531746849265095,-0.9456229213656397,Energetic Party Hits
Fight Song                                                                                                                                                                       ,Rachel Platten                                  ,0.564,0.714,7,-4.987,1,0.129,0.0549,0.0,0.155,0.33,175.924,204013,4,37f4ITSlgPX81ad2EvmVQr ,https://open.spotify.com/track/37f4ITSlgPX81ad2EvmVQr,1,-0.960139755943202,0.6110960365541628,1.3013363572353038,Energetic Party Hits
Pony                                                                                                                                                                             ,Ginuwine                                        ,0.749,0.605,8,-9.359,0,0.086,0.00186,0.0381,0.115,0.966,142.024,251733,4,6mz1fBdKATx6qP4oP1I65G ,https://open.spotify.com/track/6mz1fBdKATx6qP4oP1I65G,1,-1.3992013071921636,-0.9887657575288954,-0.9588312430315061,Energetic Party Hits
